,date,voltage
643,2022-12-01 19:59:34.035,27.5
644,2022-12-01 20:00:36.141,27.5
645,2022-12-01 20:01:38.240,27.6
646,2022-12-01 20:02:40.348,28.5
647,2022-12-01 20:03:42.458,28.7
648,2022-12-01 20:04:44.557,28.8
649,2022-12-01 20:05:46.668,29.0
650,2022-12-01 20:06:48.775,29.2
651,2022-12-01 20:07:50.881,28.0
652,2022-12-01 20:08:52.987,28.1
653,2022-12-01 20:09:55.096,28.1
654,2022-12-01 20:10:57.196,28.0
655,2022-12-01 20:11:59.304,28.0
656,2022-12-01 20:13:01.411,28.0
657,2022-12-01 20:14:03.520,28.0
658,2022-12-01 20:15:05.621,28.1
659,2022-12-01 20:16:07.727,28.1
660,2022-12-01 20:17:09.834,28.1
661,2022-12-01 20:18:11.941,28.1
662,2022-12-01 20:19:14.048,28.1
663,2022-12-01 20:20:16.142,28.1
